time,voltage,current
665711,1.07,24.36
666235,1.06,24.36
666759,1.12,24.35
667283,1.07,24.36
667806,1.08,24.36
668329,1.08,24.36
668853,1.07,24.36
669376,1.09,24.35
669900,1.08,24.36
670424,1.06,24.36
670947,1.05,24.36
671470,1.08,24.35
671993,1.11,24.35
672518,1.08,24.36
673041,1.07,24.35
673564,1.11,24.35
674087,1.11,24.35
674611,1.15,24.35
675135,1.09,24.35
675658,1.13,24.35
676182,1.09,24.35
676705,1.13,24.35
677229,1.11,24.35
677760,1.09,24.35
678284,1.12,24.35
678807,1.07,24.35
679330,1.08,24.35
679854,1.07,24.35
680377,1.09,24.35
680901,1.10,24.35
681424,1.08,24.35
681948,1.13,24.35
682471,1.09,24.35
682994,1.07,24.35
683518,1.07,24.36
684042,1.06,24.35
684565,1.08,24.35
685088,1.09,24.35
685612,1.08,24.35
686136,1.08,24.35
686659,1.09,24.36
687182,1.07,24.35
687706,1.09,24.35
688229,1.07,24.35
688753,1.09,24.35
689276,1.07,24.36
689800,1.07,24.36
690323,1.09,24.35
690846,1.01,24.36
691371,1.08,24.35
691899,1.10,24.35
692423,1.07,24.35
692946,1.08,24.35
693470,1.08,24.35
693993,1.06,24.35
694516,1.06,24.35
695041,1.07,24.35
695564,1.08,24.35
696087,1.10,24.35
696610,1.06,24.35
697134,1.09,24.35
697657,1.12,24.35
698180,1.10,24.35
698703,1.11,24.35
699227,1.08,24.35
699751,1.09,24.35
700274,1.08,24.35
700796,1.08,24.35
701321,1.13,24.35
701844,1.11,24.35
702367,1.09,24.35
702891,1.08,24.35
703414,1.09,24.35
703937,1.10,24.35
704460,1.08,24.35
704984,1.09,24.35
705507,1.08,24.35
706034,1.09,24.35
706562,1.13,24.35
707086,1.10,24.35
707609,1.10,24.35
708132,1.07,24.35
708656,1.07,24.35
709179,1.07,24.35
709702,1.07,24.35
710225,1.06,24.35
710749,1.09,24.35
711272,1.06,24.35
711795,1.07,24.35
712318,1.06,24.35
712843,1.06,24.35
713366,1.09,24.35
713889,1.07,24.35
714413,1.07,24.35
714936,1.07,24.35
715460,1.06,24.35
715983,1.09,24.36
716507,1.08,24.35
717030,1.07,24.35
717553,1.07,24.35
718077,1.06,24.36
718601,1.07,24.35
719124,1.06,24.35
719647,1.08,24.35
720174,1.08,24.35
720700,1.07,24.35
721224,1.12,24.34
721747,1.08,24.34
722271,1.09,24.34
722794,1.11,24.34
723318,1.11,24.34
723842,1.09,24.34
724366,1.12,24.34
724890,1.09,24.34
725414,1.14,24.34
725938,1.09,24.34
726461,1.10,24.35
726984,1.10,24.35
727507,1.08,24.35
728031,1.11,24.35
728554,1.08,24.34
729077,1.08,24.35
729601,1.09,24.34
730124,1.08,24.35
730647,1.10,24.34
731170,1.08,24.34
731694,1.10,24.35
732217,1.11,24.34
732740,1.10,24.34
733263,1.13,24.34
733787,1.04,24.35
734313,1.07,24.35
734836,1.07,24.34
735363,1.08,24.35
735887,1.07,24.34
736410,1.07,24.34
736934,1.09,24.35
737458,1.08,24.35
737981,1.09,24.35
738504,1.05,24.35
739027,1.06,24.35
739552,1.05,24.35
740075,1.06,24.35
740598,1.09,24.35
741122,1.05,24.35
741645,1.06,24.34
742169,1.08,24.35
742692,1.08,24.35
743216,1.08,24.34
743739,1.07,24.34
744262,1.08,24.34
744786,1.09,24.34
745310,1.08,24.34
745833,1.09,24.34
746356,1.12,24.34
746881,1.10,24.34
747404,1.08,24.34
747927,1.11,24.34
748453,1.08,24.34
748977,1.08,24.34
749503,1.12,24.34
750026,1.10,24.34
750550,1.13,24.34
751073,1.12,24.34
751596,1.08,24.34
752119,1.12,24.34
752643,1.06,24.35
753166,1.12,24.34
753689,1.09,24.34
754212,1.10,24.34
754736,1.10,24.34
755259,1.08,24.34
755782,1.11,24.34
756305,1.08,24.34
756829,1.10,24.34
757353,1.10,24.34
757876,1.10,24.34
758400,1.09,24.34
758923,1.08,24.34
759446,1.09,24.34
759969,1.09,24.34
760493,1.07,24.34
761016,1.07,24.34
761539,1.07,24.34
762062,1.06,24.35
762591,1.05,24.34
763115,1.04,24.35
763638,1.09,24.34
764164,1.06,24.34
764688,1.06,24.34
765211,1.08,24.34
765736,1.05,24.34
766260,1.07,24.34
766783,1.09,24.34
767306,1.05,24.34
767830,1.07,24.34
768353,1.06,24.34
768876,1.08,24.34
769399,1.09,24.34
769923,1.07,24.35
770445,1.10,24.34
770968,1.06,24.34
771491,1.08,24.34
772015,1.05,24.34
772538,1.09,24.34
773061,1.09,24.34
773583,1.09,24.34
774107,1.10,24.34
774630,1.08,24.34
775153,1.09,24.34
775676,1.10,24.33
776200,1.12,24.33
776726,1.11,24.33
777249,1.08,24.34
777773,1.08,24.34
778296,1.12,24.34
778824,1.10,24.34
779348,1.10,24.34
779872,1.07,24.34
780395,1.06,24.34
780918,1.09,24.34
781442,1.09,24.34
781965,1.09,24.33
782489,1.09,24.35
783012,1.09,24.34
783536,1.09,24.34
784059,1.05,24.33
784582,1.01,24.34
785105,1.09,24.33
785630,0.99,24.34
786153,1.06,24.34
786676,1.06,24.34
787200,1.08,24.34
787723,1.04,24.34
788247,1.07,24.34
788770,1.06,24.34
789294,1.05,24.34
789817,1.04,24.34
790340,1.07,24.34
790866,1.09,24.34
791390,1.07,24.34
791913,1.05,24.34
792437,1.08,24.34
792963,1.11,24.34
793487,1.07,24.34
794010,1.08,24.34
794533,1.06,24.34
795057,1.07,24.34
795580,1.08,24.34
796103,1.09,24.33
796626,1.06,24.33
797150,1.08,24.33
797673,1.09,24.33
798196,1.09,24.33
798720,1.10,24.33
799243,1.08,24.33
799766,1.09,24.33
800289,1.08,24.33
800813,1.09,24.33
801336,1.11,24.33
801859,1.11,24.33
802382,1.11,24.33
802906,1.12,24.33
803429,1.11,24.34
803952,1.09,24.33
804475,1.07,24.33
805002,1.06,24.33
805525,1.10,24.33
806048,1.10,24.33
806573,1.07,24.34
807097,1.09,24.34
807623,1.11,24.33
808148,1.10,24.34
808675,1.06,24.33
809199,1.06,24.33
809722,1.07,24.33
810246,1.07,24.34
810769,1.09,24.34
811292,1.08,24.33
811815,1.06,24.33
812338,1.04,24.33
812862,1.06,24.33
813385,1.07,24.34
813908,1.07,24.34
814431,1.07,24.33
814954,1.06,24.33
815477,1.06,24.34
816001,1.07,24.33
816524,1.08,24.33
817047,1.07,24.33
817570,1.08,24.33
818094,1.06,24.33
818617,1.07,24.33
819143,1.09,24.33
819666,1.10,24.33
820190,1.07,24.33
820713,1.11,24.33
821236,1.10,24.33
821763,1.07,24.33
822287,1.08,24.33
822810,1.09,24.33
823333,1.10,24.33
823857,1.10,24.33
824380,1.09,24.33
824903,1.07,24.33
825426,1.08,24.33
825950,1.08,24.33
826473,1.11,24.33
826996,1.09,24.33
827520,1.10,24.33
828043,1.09,24.33
828566,1.09,24.33
829089,1.06,24.34
829613,1.08,24.33
830136,1.09,24.33
830659,1.04,24.34
831182,1.08,24.33
831706,1.07,24.34
832229,1.09,24.33
832752,1.07,24.33
833273,1.06,24.33
833797,1.05,24.33
834320,1.08,24.33
834843,1.07,24.33
835366,1.06,24.33
835890,1.08,24.33
836416,1.09,24.33
836940,1.08,24.33
837464,1.08,24.33
837987,1.07,24.33
838509,1.07,24.33
839033,1.08,24.33
839557,1.09,24.33
840080,1.09,24.33
840603,1.08,24.33
841126,1.09,24.32
841651,1.08,24.32
842174,1.08,24.32
842697,1.07,24.32
843220,1.09,24.32
843744,1.09,24.33
844268,1.11,24.32
844791,1.11,24.32
845315,1.06,24.33
845838,1.10,24.33
846361,1.11,24.32
846887,1.09,24.33
847411,1.09,24.32
847934,1.12,24.32
848458,1.08,24.32
848982,1.11,24.32
849505,1.09,24.33
850028,1.08,24.33
850551,1.12,24.32
851079,1.06,24.33
851603,1.07,24.33
852126,1.03,24.33
852649,1.04,24.33
853173,1.08,24.32
853696,1.07,24.33
854219,1.08,24.33
854743,1.08,24.33
855266,1.07,24.33
855790,1.06,24.33
856313,1.06,24.32
856838,1.06,24.33
857361,1.05,24.33
857884,1.10,24.33
858408,1.08,24.33
858932,1.10,24.33
859455,1.08,24.33
859978,1.08,24.33
860502,1.11,24.33
861028,1.09,24.32
861551,1.08,24.32
862074,1.08,24.32
862598,1.08,24.32
863121,1.09,24.32
863644,1.09,24.32
864167,1.09,24.32
864691,1.09,24.33
865217,1.10,24.33
865741,1.09,24.33
866265,1.08,24.32
866788,1.07,24.32
867311,1.07,24.32
867834,1.06,24.32
868358,1.09,24.31
868881,1.10,24.32
869404,1.10,24.32
869927,1.06,24.32
870451,1.11,24.32
870974,1.06,24.32
871497,1.06,24.33
872020,1.07,24.33
872544,1.05,24.33
873067,1.07,24.33
873590,1.07,24.32
874114,1.05,24.33
874637,1.07,24.32
875163,1.08,24.32
875686,1.08,24.32
876210,1.05,24.32
876733,1.07,24.32
877256,1.06,24.33
877779,1.10,24.32
878303,1.07,24.32
878826,1.08,24.32
879349,1.06,24.32
879876,1.07,24.33
880399,1.08,24.32
880922,1.09,24.32
881445,1.10,24.32
881969,1.08,24.32
882492,1.07,24.32
883015,1.10,24.32
883539,1.09,24.32
884063,1.10,24.32
884586,1.12,24.32
885109,1.10,24.32
885633,1.09,24.32
886156,1.11,24.32
886679,1.10,24.32
887202,1.10,24.32
887726,1.04,24.33
888249,1.05,24.32
888772,1.09,24.32
889300,1.07,24.32
889824,1.06,24.32
890347,1.08,24.32
890870,1.09,24.32
891395,1.13,24.32
891918,1.07,24.32
892441,1.08,24.32
892964,1.07,24.32
893488,1.06,24.32
894011,1.06,24.32
894539,1.08,24.32
895064,1.07,24.32
895587,1.07,24.32
896110,1.06,24.32
896633,1.03,24.32
897157,1.06,24.32
897680,1.02,24.33
898203,1.06,24.32
898727,1.06,24.32
899251,1.07,24.32
899774,1.08,24.32
900297,1.08,24.32
900820,1.04,24.32
901344,1.07,24.32
901867,1.07,24.32
902390,1.07,24.32
902915,1.08,24.32
903441,1.10,24.32
903963,1.08,24.31
904487,1.09,24.32
905011,1.09,24.32
905534,1.08,24.31
906057,1.06,24.32
906582,1.09,24.32
907105,1.08,24.31
907628,1.08,24.31
908151,1.10,24.32
908678,1.09,24.31
909202,1.08,24.31
909726,1.07,24.32
910249,1.09,24.31
910773,1.03,24.32
911296,1.10,24.32
911819,1.09,24.32
912344,1.11,24.32
912867,1.08,24.31
913390,1.08,24.32
913913,1.11,24.32
914437,1.13,24.32
914961,1.08,24.32
915484,1.09,24.32
916007,1.07,24.32
916531,1.06,24.32
917054,1.09,24.32
917580,1.07,24.32
918104,1.08,24.32
918627,1.08,24.32
919150,1.06,24.32
919674,1.06,24.32
920198,1.06,24.32
920721,1.05,24.32
921244,1.08,24.32
921767,1.07,24.32
922291,1.04,24.32
922814,1.07,24.32
923341,1.07,24.32
923867,1.06,24.32
924393,1.07,24.32
924917,1.09,24.32
925441,1.09,24.31
925963,1.10,24.31
926487,1.09,24.31
927010,1.11,24.31
927534,1.07,24.32
928056,1.10,24.31
928579,1.07,24.31
929102,1.08,24.31
929626,1.08,24.31
930149,1.08,24.31
930672,1.07,24.31
931195,1.07,24.31
931722,1.09,24.32
932246,1.08,24.31
932769,1.06,24.31
933293,1.10,24.31
933817,1.08,24.31
934340,1.08,24.31
934863,1.09,24.31
935387,1.09,24.32
935910,1.08,24.32
936434,1.09,24.31
936958,1.06,24.32
937485,1.06,24.31
938009,1.07,24.32
938532,1.07,24.32
939056,1.06,24.31
939579,1.06,24.31
940102,1.04,24.32
940625,1.08,24.32
941149,1.08,24.32
941672,1.06,24.31
942195,1.07,24.31
942720,1.06,24.32
943243,1.05,24.32
943766,1.07,24.31
944289,1.09,24.31
944813,1.09,24.31
945336,1.07,24.31
945862,1.09,24.31
946385,1.10,24.31
946910,1.09,24.32
947433,1.09,24.31
947956,1.10,24.31
948480,1.08,24.31
949003,1.07,24.31
949526,1.07,24.31
950050,1.06,24.31
950574,1.11,24.31
951097,1.08,24.31
951620,1.08,24.31
952147,1.09,24.31
952672,1.05,24.32
953195,1.05,24.31
953718,1.07,24.31
954242,1.10,24.31
954765,1.08,24.31
955288,1.09,24.30
955811,1.10,24.31
956335,1.09,24.31
956859,1.16,24.30
957382,1.09,24.31
957906,1.08,24.31
958430,1.07,24.31
958953,1.05,24.31
959476,1.06,24.31
960003,1.07,24.31
960526,1.05,24.31
961049,1.08,24.31
961572,1.08,24.31
962097,1.05,24.31
962620,1.08,24.31
963143,1.05,24.31
963666,1.08,24.31
964190,1.07,24.31
964713,1.06,24.31
965236,1.07,24.31
965760,1.08,24.31
966286,1.08,24.31
966811,1.07,24.31
967334,1.07,24.31
967858,1.07,24.31
968381,1.06,24.31
968904,1.07,24.31
969427,1.06,24.31
969951,1.09,24.30
970474,1.10,24.30
970997,1.10,24.31
971521,1.10,24.31
972044,1.08,24.30
972567,1.09,24.30
973090,1.10,24.30
973613,1.11,24.31
974139,1.10,24.31
974662,1.08,24.30
975185,1.08,24.31
975709,1.07,24.31
976231,1.10,24.30
976754,1.09,24.31
977277,1.08,24.31
977801,1.07,24.31
978324,1.08,24.30
978847,1.09,24.30
979371,1.07,24.31
979893,1.13,24.30
980416,1.09,24.31
980943,1.08,24.31
981467,1.08,24.31
981990,1.07,24.31
982512,1.06,24.31
983036,1.07,24.31
983560,1.06,24.31
984083,1.06,24.31
984606,1.06,24.31
985129,1.05,24.31
985653,1.07,24.31
986177,1.06,24.31
986700,1.06,24.31
987224,1.06,24.30
987747,1.09,24.31
988273,1.08,24.31
988796,1.08,24.31
989320,1.08,24.31
989843,1.06,24.30
990366,1.06,24.31
990889,1.09,24.30
991413,1.09,24.30
991936,1.08,24.30
992459,1.07,24.30
992983,1.07,24.30
993506,1.07,24.30
994044,1.09,24.30
994569,1.10,24.30
995093,1.11,24.30
995620,1.08,24.30
996144,1.09,24.30
996667,1.09,24.30
997190,1.08,24.30
997713,1.09,24.30
998237,1.08,24.30
998760,1.09,24.30
999283,1.08,24.30
999806,1.10,24.30
1000330,1.10,24.30
1000853,1.10,24.30
1001376,1.10,24.30
1001901,1.10,24.30
1002426,1.07,24.30
1002949,1.07,24.30
1003473,1.08,24.31
1003997,1.05,24.30
1004521,1.12,24.30
1005044,1.05,24.31
1005568,1.07,24.31
1006091,1.05,24.30
1006614,1.05,24.30
1007137,1.06,24.30
1007662,1.05,24.30
1008185,1.06,24.31
1008708,1.06,24.30
1009231,1.05,24.30
1009758,1.06,24.30
1010282,1.06,24.30
1010805,1.07,24.30
1011330,1.07,24.30
1011853,1.09,24.30
1012376,1.07,24.30
1012899,1.07,24.30
1013423,1.07,24.30
1013947,1.08,24.30
1014470,1.06,24.30
1014993,1.10,24.30
1015520,1.07,24.30
1016043,1.06,24.30
1016566,1.09,24.30
1017090,1.11,24.30
1017614,1.07,24.30
1018137,1.10,24.30
1018660,1.08,24.30
1019184,1.11,24.30
1019707,1.11,24.30
1020230,1.07,24.30
1020753,1.11,24.30
1021278,1.05,24.31
1021801,1.10,24.30
1022324,1.08,24.30
1022848,1.07,24.30
1023371,1.08,24.30
1023894,1.06,24.29
1024421,1.08,24.30
1024946,1.12,24.30
1025469,1.08,24.30
1025992,1.09,24.30
1026515,1.12,24.30
1027039,1.08,24.30
1027562,1.10,24.30
1028085,1.08,24.30
1028609,1.07,24.30
1029135,1.05,24.30
1029659,1.07,24.30
1030182,1.05,24.30
1030706,1.08,24.30
1031230,1.05,24.30
1031753,1.06,24.30
1032276,1.05,24.30
1032800,1.06,24.30
1033324,1.07,24.30
1033848,1.06,24.30
1034373,1.10,24.30
1034896,1.07,24.30
1035419,1.06,24.30
1035942,1.06,24.30
1036466,1.08,24.30
1036989,1.09,24.30
1037512,1.07,24.30
1038035,1.04,24.30
1038562,1.08,24.30
1039086,1.07,24.29
1039609,1.08,24.30
1040133,1.07,24.30
1040656,1.08,24.30
1041179,1.09,24.30
1041702,1.08,24.29
1042226,1.09,24.29
1042747,1.11,24.29
1043270,1.09,24.30
1043794,1.09,24.29
1044318,1.09,24.29
1044841,1.07,24.30
1045364,1.11,24.29
1045889,1.09,24.29
1046412,1.09,24.29
1046935,1.08,24.29
1047458,1.07,24.29
1047982,1.09,24.30
1048506,1.07,24.29
1049029,1.06,24.30
1049552,1.06,24.30
1050076,1.08,24.29
1050599,1.10,24.29
1051122,1.11,24.29
1051646,1.08,24.29
1052170,1.09,24.30
1052693,1.08,24.29
1053219,1.06,24.31
1053743,1.06,24.30
1054267,1.08,24.30
1054790,1.04,24.29
1055314,1.07,24.30
1055841,1.06,24.30
1056365,1.10,24.29
1056888,1.07,24.30
1057412,1.05,24.29
1057935,1.08,24.30
1058459,1.06,24.29
1058982,1.08,24.29
1059506,1.08,24.30
1060029,1.05,24.29
1060553,1.07,24.29
1061076,1.08,24.29
1061600,1.07,24.29
1062123,1.07,24.29
1062647,1.08,24.29
1063171,1.05,24.29
1063694,1.08,24.29
1064217,1.07,24.29
1064741,1.08,24.29
1065265,1.08,24.29
1065788,1.09,24.29
1066311,1.07,24.29
1066835,1.08,24.29
1067359,1.06,24.29
1067885,1.09,24.29
1068409,1.11,24.29
1068933,1.07,24.29
1069459,1.10,24.29
1069983,1.06,24.29
1070507,1.11,24.29
1071030,1.08,24.29
1071554,1.08,24.29
1072077,1.08,24.29
1072601,1.11,24.29
1073124,1.09,24.29
1073648,1.07,24.29
1074171,1.08,24.29
1074695,1.08,24.29
1075218,1.07,24.29
1075742,1.11,24.29
1076265,1.08,24.29
1076789,1.08,24.29
1077312,1.10,24.29
1077835,1.07,24.29
1078360,1.07,24.29
1078883,1.05,24.29
1079406,1.06,24.29
1079929,1.04,24.29
1080454,1.06,24.29
1080977,1.06,24.29
1081500,1.08,24.29
1082027,1.05,24.29
1082555,1.06,24.29
1083079,1.07,24.29
1083602,1.06,24.29
1084126,1.07,24.29
1084649,1.05,24.29
1085172,1.08,24.29
1085696,1.08,24.29
1086219,1.06,24.29
1086742,1.08,24.29
1087265,1.05,24.29
1087789,1.06,24.29
1088312,1.08,24.29
1088835,1.08,24.29
1089358,1.06,24.29
1089882,1.07,24.29
1090406,1.05,24.29
1090929,1.08,24.29
1091452,1.09,24.28
1091976,1.08,24.29
1092499,1.10,24.28
1093022,1.07,24.28
1093545,1.07,24.29
1094069,1.10,24.29
1094592,1.09,24.29
1095115,1.10,24.28
1095639,1.11,24.28
1096166,1.07,24.29
1096693,1.10,24.29
1097217,1.10,24.28
1097740,1.07,24.29
1098263,1.07,24.29
1098786,1.08,24.28
1099311,1.08,24.29
1099833,1.10,24.29
1100357,1.08,24.29
1100880,1.08,24.27
1101404,1.06,24.29
1101927,1.08,24.28
1102450,1.09,24.28
1102973,1.09,24.29
1103497,1.09,24.29
1104020,1.07,24.29
1104543,1.08,24.29
1105067,1.05,24.29
1105590,1.06,24.29
1106113,1.05,24.29
1106636,1.06,24.29
1107160,1.06,24.29
1107683,1.08,24.29
1108206,1.06,24.28
1108729,1.06,24.29
1109253,1.06,24.29
1109775,1.07,24.29
1110297,1.08,24.29
1110821,1.06,24.29
1111349,1.06,24.29
1111873,1.08,24.29
1112396,1.07,24.29
1112920,1.07,24.28
1113443,1.06,24.28
1113967,1.08,24.29
1114490,1.08,24.29
1115014,1.09,24.28
1115537,1.07,24.28
1116060,1.07,24.28
1116583,1.07,24.28
1117108,1.07,24.28
1117631,1.09,24.29
1118154,1.09,24.28
1118678,1.11,24.28
1119201,1.09,24.28
1119724,1.08,24.28
1120248,1.09,24.28
1120772,1.07,24.28
1121295,1.11,24.28
1121818,1.10,24.28
1122341,1.06,24.29
1122868,1.08,24.28
1123391,1.07,24.28
1123914,1.11,24.28
1124439,1.09,24.28
1124962,1.06,24.28
1125488,1.10,24.28
1126012,1.10,24.28
1126536,1.10,24.28
1127059,1.09,24.28
1127582,1.07,24.28
1128107,1.06,24.28
1128631,1.05,24.28
1129155,1.06,24.28
1129679,1.05,24.28
1130203,1.05,24.28
1130726,1.06,24.28
1131249,1.05,24.28
1131772,1.05,24.28
1132296,1.06,24.28
1132819,1.05,24.28
1133342,1.05,24.28
1133865,1.05,24.28
1134389,1.04,24.28
1134912,1.06,24.28
1135435,1.08,24.28
1135959,1.08,24.28
1136485,1.07,24.28
1137008,1.07,24.28
1137531,1.09,24.28
1138056,1.09,24.28
1138580,1.07,24.28
1139103,1.07,24.28
1139627,1.07,24.28
1140154,1.09,24.28
1140678,1.09,24.28
1141201,1.08,24.28
1141725,1.09,24.28
1142248,1.08,24.28
1142771,1.09,24.28
1143294,1.10,24.28
1143818,1.08,24.28
1144341,1.07,24.28
1144864,1.10,24.28
1145388,1.09,24.28
1145911,1.08,24.28
1146434,1.09,24.28
1146957,1.09,24.28
1147481,1.08,24.28
1148004,1.09,24.28
1148527,1.09,24.28
1149050,1.09,24.28
1149577,1.07,24.28
1150100,1.07,24.28
1150623,1.07,24.28
1151148,1.08,24.28
1151672,1.07,24.28
1152195,1.06,24.28
1152718,1.07,24.28
1153242,1.06,24.28
1153765,1.06,24.28
1154292,1.05,24.28
1154817,1.06,24.28
1155342,1.06,24.28
1155866,1.06,24.28
1156389,1.07,24.28
1156913,1.06,24.28
1157436,1.06,24.28
1157959,1.08,24.28
1158482,1.08,24.28
1159006,1.06,24.28
1159529,1.07,24.28
1160052,1.07,24.28
1160576,1.09,24.27
1161099,1.09,24.28
1161622,1.08,24.28
1162145,1.08,24.27
1162669,1.10,24.27
1163195,1.08,24.27
1163719,1.09,24.27
1164243,1.09,24.27
1164767,1.08,24.27
1165291,1.11,24.28
1165814,1.08,24.27
1166338,1.07,24.27
1166862,1.08,24.28
1167385,1.07,24.27
1167908,1.08,24.28
1168432,1.06,24.27
1168959,1.09,24.28
1169483,1.08,24.27
1170007,1.08,24.27
1170530,1.10,24.27
1171053,1.08,24.27
1171576,1.08,24.27
1172100,1.05,24.27
1172623,1.07,24.28
1173147,1.05,24.28
1173670,1.04,24.28
1174194,1.06,24.28
1174718,1.06,24.28
1175241,1.05,24.27
1175766,1.07,24.28
1176289,1.04,24.28
1176810,1.08,24.28
1177333,1.05,24.28
1177858,1.08,24.28
1178381,1.06,24.27
1178904,1.06,24.27
1179427,1.09,24.27
1179952,1.07,24.27
1180475,1.08,24.27
1180998,1.07,24.27
1181521,1.07,24.27
1182046,1.07,24.27
1182569,1.06,24.28
1183092,1.06,24.27
1183620,1.07,24.27
1184144,1.06,24.27
1184667,1.07,24.27
1185190,1.07,24.27
1185714,1.00,24.28
1186238,1.08,24.27
1186761,1.08,24.27
1187284,1.09,24.27
1187808,1.09,24.27
1188331,1.11,24.27
1188855,1.10,24.27
1189379,1.10,24.27
1189905,1.08,24.27
1190428,1.08,24.27
1190951,1.07,24.27
1191475,1.07,24.27
1191998,1.08,24.27
1192521,1.07,24.27
1193044,1.10,24.27
1193568,1.06,24.28
1194091,1.08,24.27
1194614,1.09,24.27
1195138,1.08,24.27
1195661,1.08,24.27
1196184,1.41,24.22
1196707,1.13,24.26
1197231,1.12,24.26
1197756,1.08,24.27
1198279,1.10,24.26
1198802,1.08,24.27
1199326,1.05,24.27
1199849,1.04,24.27
1200372,1.08,24.27
1200896,1.05,24.27
1201419,1.05,24.27
1201942,1.06,24.27
1202465,1.05,24.27
1202989,1.07,24.27
1203515,1.05,24.27
1204038,1.06,24.27
1204561,1.07,24.27
1205085,1.05,24.27
1205608,1.06,24.27
1206131,1.06,24.27
1206656,1.08,24.27
1207179,1.08,24.27
1207702,1.07,24.27
1208225,1.06,24.27
1208749,1.08,24.27
1209272,1.06,24.27
1209795,1.09,24.27
1210318,1.09,24.27
1210842,1.04,24.27
1211366,1.10,24.27
1211889,1.07,24.27
1212416,1.08,24.27
1212940,1.11,24.27
1213463,1.08,24.27
1213986,1.09,24.27
1214510,1.08,24.27
1215033,1.10,24.26
1215556,1.10,24.27
1216079,1.06,24.27
1216606,1.09,24.27
1217129,1.04,24.27
1217652,1.09,24.27
1218176,1.05,24.27
1218699,1.07,24.27
1219222,1.10,24.26
1219746,1.07,24.27
1220270,1.07,24.27
1220793,1.08,24.27
1221316,1.08,24.27
1221840,1.31,24.22
1222364,1.55,24.20
1222888,1.13,24.25
1223411,2.34,24.02
1223934,1.42,24.15
1224458,1.25,24.18
1224982,1.47,24.13
1225505,1.98,24.03
1226029,1.08,24.21
1226552,1.11,24.23
1227079,1.06,24.24
1227603,1.10,24.25
1228127,1.08,24.25
1228650,1.05,24.25
1229173,1.14,24.25
1229697,1.08,24.26
1230223,1.11,24.26
1230746,1.10,24.26
1231270,1.09,24.26
1231794,1.06,24.26
1232318,1.14,24.26
1232841,1.07,24.25
1233364,1.10,24.26
1233889,1.05,24.26
1234412,1.11,24.26
1234935,1.11,24.25
1235459,1.15,24.25
1235982,1.12,24.25
1236506,1.09,24.26
1237029,1.11,24.26
1237553,1.12,24.26
1238076,1.09,24.26
1238600,1.10,24.26
1239123,1.09,24.26
1239647,1.09,24.26
1240170,1.11,24.26
1240694,1.09,24.26
1241221,1.08,24.26
1241745,1.06,24.26
1242268,1.11,24.26
1242791,1.08,24.25
1243315,1.07,24.26
1243836,1.10,24.26
1244359,1.09,24.26
1244882,1.08,24.26
1245407,1.07,24.26
1245930,1.08,24.26
1246453,1.09,24.26
1246977,1.06,24.26
1247500,1.11,24.26
1248024,1.10,24.26
1248547,1.09,24.26
1249071,1.09,24.26
1249594,1.08,24.26
1250118,1.09,24.26
1250641,1.04,24.27
1251165,1.03,24.26
1251688,1.07,24.26
1252211,1.04,24.26
1252734,1.09,24.26
1253259,1.07,24.26
1253782,1.04,24.26
1254305,1.08,24.26
1254829,1.17,24.24
1255352,1.08,24.26
1255878,1.06,24.26
1256402,1.07,24.26
1256929,1.08,24.26
1257452,1.04,24.26
1257976,1.05,24.27
1258500,1.06,24.26
1259024,1.04,24.26
1259547,1.07,24.26
1260070,1.08,24.26
1260594,1.04,24.26
1261118,1.05,24.26
1261641,1.06,24.26
1262164,1.05,24.26
1262688,1.05,24.26
1263212,1.07,24.26
1263735,1.06,24.26
1264259,1.05,24.26
1264782,1.07,24.26
1265306,1.08,24.25
1265829,1.07,24.26
1266353,1.07,24.26
1266876,1.06,24.26
1267399,1.07,24.26
1267923,1.07,24.26
1268447,1.09,24.26
1268970,1.09,24.26
1269493,1.09,24.26
1270018,1.06,24.26
1270547,1.04,24.26
1271071,1.06,24.26
1271595,1.07,24.26
1272118,1.07,24.26
1272642,1.26,24.23
1273165,1.09,24.25
1273689,1.32,24.21
1274212,1.15,24.23
1274736,1.12,24.24
1275259,1.09,24.24
1275783,1.03,24.26
1276306,1.11,24.25
1276829,1.08,24.25
1277353,1.07,24.26
1277877,1.10,24.25
1278400,1.01,24.27
1278923,1.02,24.27
1279448,1.10,24.25
1279971,1.05,24.26
1280494,1.07,24.26
1281017,1.02,24.26
1281541,1.07,24.26
1282064,1.09,24.25
1282588,1.08,24.25
1283111,1.07,24.25
1283638,1.05,24.25
1284161,1.07,24.26
1284688,1.00,24.26
1285213,1.04,24.26
1285736,1.07,24.26
1286259,1.09,24.25
1286782,1.11,24.25
1287306,1.10,24.25
1287829,1.07,24.26
1288352,1.06,24.26
1288877,1.07,24.25
1289400,1.07,24.26
1289924,1.13,24.25
1290447,1.06,24.25
1290971,1.07,24.25
1291495,1.05,24.25
1292018,1.05,24.26
1292541,1.06,24.25
1293065,1.08,24.25
1293589,1.08,24.26
1294112,1.01,24.26
1294636,1.08,24.26
1295159,1.06,24.26
1295683,1.07,24.25
1296206,1.08,24.25
1296730,1.08,24.25
1297256,1.05,24.25
1297779,1.07,24.25
1298302,1.06,24.25
1298829,1.09,24.26
1299352,1.05,24.26
1299875,1.08,24.25
1300399,1.01,24.26
1300922,1.09,24.25
1301445,1.07,24.26
1301968,1.02,24.25
1302492,1.01,24.25
1303015,0.99,24.26
1303538,0.99,24.26
